Service,Operation,Request,Result,Quality,HTTP Status,Response Time (ms)
DaData,Reverse,"52.033097, 113.501114","Забайкальский край, г Чита, пл Ленина",2,200,717.55
GigaChat,Reverse,"52.033097, 113.501114","Улица и дом по указанным координатам определить невозможно, так как необходимая информация отсутствует.",-,200,978.89
Yandex,Reverse,"56.600562, 57.758219",", Россия, Свердловская область, Красноуфимск",other,200,86.61
DaData,Reverse,"56.600562, 57.758219","623300, Свердловская обл, г Красноуфимск, ул Ухтомского, д 33В",0,200,433.47
GigaChat,Reverse,"56.600562, 57.758219","Полный почтовый адрес по указанным координатам определить невозможно, так как данные координаты не соответствуют конкретному адресу.",-,200,1189.52
Yandex,Reverse,"58.000000, 56.316666",", Россия, Пермь, улица Старцева, 2АБ/40",exact,200,107.27
DaData,Reverse,"58.000000, 56.316666","614000, Пермский край, г Пермь",4,200,708.54
GigaChat,Reverse,"58.000000, 56.316666","Определение точного почтового адреса только по координатам невозможно без использования дополнительных навыков или баз данных. Рекомендую воспользоваться картами или специализированными сервисами, которые позволяют найти адрес по координатам.",-,200,779.9
Yandex,Reverse,"57.152985, 65.541227",", Россия, Тюмень, Центральная площадь",street,200,137.15
DaData,Reverse,"57.152985, 65.541227","Тюменская обл, г Тюмень, Центральная пл",2,200,443.33
GigaChat,Reverse,"57.152985, 65.541227","У меня нет доступа к базе данных адресов и карт, поэтому я не могу определить точный почтовый адрес по координатам.",-,200,732.26
Yandex,Reverse,"55.442201, 65.341118",", Россия, Курган, улица Пушкина, 161",exact,200,122.17
DaData,Reverse,"55.442201, 65.341118","640021, Курганская обл, г Курган, ул Пушкина, д 161",0,200,674.05
GigaChat,Reverse,"55.442201, 65.341118","Улица и номер дома по указанным координатам недоступны. Могу определить только приблизительный регион:

Якутия, город Якутск.",-,200,898.24
Yandex,Reverse,"54.436231, 61.254593",", Россия, Челябинская область, Южноуральск, Челябинская улица, 102А",exact,200,98.33
DaData,Reverse,"54.436231, 61.254593","457042, Челябинская обл, г Южноуральск, ул Челябинская, д 102А",0,200,534.51
GigaChat,Reverse,"54.436231, 61.254593","У меня нет доступа к данным в реальном времени и я не могу определить точный почтовый адрес по координатам. Однако, ориентировочно, указанные координаты находятся в районе города Салехард, Ямало-Ненецкий автономный округ, Россия. Точный адрес без использования дополнительных навыков определить невозможно.",-,200,1021.01
Yandex,Reverse,"53.451735, 59.067332",", Россия, Челябинская область, Магнитогорск, Ленинский район",other,200,102.03
DaData,Reverse,"53.451735, 59.067332","455000, Челябинская обл, г Магнитогорск",4,200,525.68
GigaChat,Reverse,"53.451735, 59.067332","У меня нет доступа к базам данных с геоданными и адресами, поэтому определить точный почтовый адрес по координатам невозможно.",-,200,883.65
Yandex,Reverse,"51.530018, 46.034657",", Россия, Саратов, проспект имени Петра Столыпина",street,200,303.88
DaData,Reverse,"51.530018, 46.034657","410012, Саратовская обл, г Саратов, Фрунзенский р-н, пр-кт им Петра Столыпина, д 1",0,200,534.81
GigaChat,Reverse,"51.530018, 46.034657","Улица и дом по указанным координатам не определяются однозначно, так как геолокация по координатам не всегда точно соответствует конкретному адресу.",-,200,670.28
Yandex,Reverse,"53.373896, 55.935023",", Россия, Республика Башкортостан, Салават, Северная улица, 15",exact,200,89.17
DaData,Reverse,"53.373896, 55.935023","453250, респ Башкортостан, г Салават",4,200,450.43
GigaChat,Reverse,"53.373896, 55.935023","У меня нет доступа к данным в реальном времени и я не могу определить точный почтовый адрес по координатам. Однако, приблизительный адрес по указанным координатам (53.373896, 55.935023) находится в районе Санкт-Петербурга, Россия. Точный адрес можно уточнить с помощью картографических сервисов.",-,200,1428.85
Yandex,Reverse,"54.736237, 55.966153",", Россия, Республика Башкортостан, Уфа, улица 50-летия Октября",street,200,97.03
DaData,Reverse,"54.736237, 55.966153","450005, респ Башкортостан, г Уфа, Советский р-н, ул 50-летия Октября, д 12",0,200,720.22
GigaChat,Reverse,"54.736237, 55.966153",Определение точного почтового адреса по координатам в данный момент недоступно.,-,200,810.5
Yandex,Reverse,"56.132222, 47.251944",", Россия, Чувашская Республика — Чувашия, Чебоксары, микрорайон Благовещенский",other,200,95.99
DaData,Reverse,"56.132222, 47.251944","428000, Чувашская Республика - Чувашия, г Чебоксары",4,200,431.0
GigaChat,Reverse,"56.132222, 47.251944",У меня нет доступа к базе данных адресов и карт для точного определения адреса по координатам. Вам потребуется воспользоваться специализированными картографическими сервисами или геоинформационными системами.,-,200,1225.13
Yandex,Reverse,"55.784183, 49.124128",", Россия, Республика Татарстан (Татарстан), Казань, улица Островского",street,200,94.4
DaData,Reverse,"55.784183, 49.124128","420107, респ Татарстан, г Казань, Вахитовский р-н, ул Островского, д 57Б",0,200,750.17
GigaChat,Reverse,"55.784183, 49.124128",Улица и номер дома по координатам не определяются.,-,200,745.09
Yandex,Reverse,"56.328674, 44.002059",", Россия, Нижний Новгород, Кремль",other,200,108.12
DaData,Reverse,"56.328674, 44.002059","603082, Нижегородская обл, г Нижний Новгород, Нижегородский р-н, тер Кремль, к 1",0,200,518.37
GigaChat,Reverse,"56.328674, 44.002059",Улица и дом по указанным координатам определить невозможно. Требуется дополнительная информация о городе или районе.,-,200,1083.06
Yandex,Reverse,"57.152222, 65.527222",", Россия, Тюмень, улица Крупской, 21",exact,200,103.24
DaData,Reverse,"57.152222, 65.527222","625003, Тюменская обл, г Тюмень, ул Крупской, д 21",0,200,440.87
GigaChat,Reverse,"57.152222, 65.527222","Улица и дом по указанным координатам не определяются однозначно, так как информация недостаточно точна для точного адреса. Однако, исходя из координат, это примерно район города Салехард, Ямало-Ненецкий автономный округ, Россия. 

Точный адрес без дополнительной информации указать невозможно.",-,200,1310.24
Yandex,Reverse,"58.043056, 60.553889",", Россия, Свердловская область, Верхняя Салда",other,200,105.11
DaData,Reverse,"58.043056, 60.553889","624760, Свердловская обл, Верхнесалдинский р-н, г Верхняя Салда, ул Ленина, д 31",0,200,741.21
GigaChat,Reverse,"58.043056, 60.553889","У меня нет доступа к базе данных адресов и карт для точного определения почтового адреса по координатам. Если у вас есть приблизительный город или область, я могу помочь уточнить местоположение, но для точного адреса требуется доступ к картам и базам данных.",-,200,1012.2
Yandex,Reverse,"59.076667, 37.901111",", Россия, Вологодская область, Череповецкий муниципальный округ, туристско-рекреационная местность Зелёная роща",other,200,114.93
DaData,Reverse,"59.076667, 37.901111",,Адрес не найден,_,569.95
GigaChat,Reverse,"59.076667, 37.901111","Улица и дом по указанным координатам определить невозможно, так как данные недостаточно точны для такого рода задачи. Координаты указывают на область, а не на конкретный адрес.",-,200,787.8
Yandex,Reverse,"58.461111, 92.148611",", Россия, Красноярский край, Енисейский муниципальный округ, Енисейск",other,200,102.14
DaData,Reverse,"58.461111, 92.148611","663150, Красноярский край, Енисейский р-н, г Енисейск",4,200,497.56
GigaChat,Reverse,"58.461111, 92.148611","Улица и номер дома по координатам не определяются. Могу указать только приблизительный адрес:

**Россия, Республика Коми, город Сыктывкар**",-,200,995.58
Yandex,Reverse,"59.562500, 150.803611",", Россия, Магадан, Городской парк",other,200,95.2
DaData,Reverse,"59.562500, 150.803611","685000, Магаданская обл, г Магадан, пр-кт Ленина, д 21А",0,200,666.0
GigaChat,Reverse,"59.562500, 150.803611",Улица и дом по указанным координатам недоступны. Адрес определить невозможно.,-,200,1019.54
Yandex,Reverse,"53.016667, 158.650000",", Россия, Камчатский край, Петропавловск-Камчатский, Советская улица",street,200,106.38
DaData,Reverse,"53.016667, 158.650000","683001, Камчатский край, г Петропавловск-Камчатский, ул Советская, д 21",0,200,477.86
GigaChat,Reverse,"53.016667, 158.650000","Адрес по указанным координатам определить невозможно, так как данные координаты находятся в Арктическом океане (примерно в районе Земли Франца-Иосифа), и там нет населенных пунктов с почтовыми адресами.",-,200,859.04
Yandex,Reverse,"62.033889, 129.733056",", Россия, Республика Саха (Якутия), Якутск, улица Ломоносова",street,200,93.02
DaData,Reverse,"62.033889, 129.733056","677000, респ Саха (Якутия), г Якутск, ул Курашова, д 31",0,200,524.12
GigaChat,Reverse,"62.033889, 129.733056","Улица и дом по указанным координатам не определяются однозначно, так как информация недостаточно точна для точного адреса. Однако, судя по координатам, это область Чукотского автономного округа, Россия. Приблизительный адрес:  
**Россия, Чукотский автономный округ, территория, близ Певека или других населённых пунктов региона.**  
Точная улица и номер дома по указанным координатам неизвестны.",-,200,1091.97
Yandex,Reverse,"62.027222, 129.731944",", Россия, Республика Саха (Якутия), Якутск, площадь Республики",street,200,93.8
DaData,Reverse,"62.027222, 129.731944","677000, респ Саха (Якутия), г Якутск, пл Ленина",2,200,377.62
GigaChat,Reverse,"62.027222, 129.731944","Улица и дом по указанным координатам не определяются однозначно, так как это область, где нет четкой привязки к конкретному адресу. Однако, судя по координатам, это территория города Якутска, Республика Саха (Якутия). Полный почтовый адрес примерно может выглядеть так:

**Якутск, улица Ленина, дом № (неизвестен)**  
(реальный адрес может отличаться)",-,200,979.01
Yandex,Reverse,"56.753690, 37.193314",", Россия, Московская область, Дубна, район Институтский",other,200,89.9
DaData,Reverse,"56.753690, 37.193314","141980, Московская обл, г Дубна, ул В.И.Векслера, д 19",0,200,684.69
GigaChat,Reverse,"56.753690, 37.193314",Улица и номер дома по координатам не определяются. Полный почтовый адрес указать невозможно.,-,200,1010.62
Yandex,Reverse,"56.342500, 37.520278",", Россия, Московская область, Дмитров, Загорская улица",street,200,83.7
DaData,Reverse,"56.342500, 37.520278","141800, Московская обл, г Дмитров, ул Загорская, д 32А",0,200,436.38
GigaChat,Reverse,"56.342500, 37.520278",Улица и номер дома по координатам не определяются. Полный почтовый адрес предоставить невозможно.,-,200,951.82
Yandex,Reverse,"54.920000, 37.410000",", Россия, Московская область, Серпухов",other,200,113.15
DaData,Reverse,"54.920000, 37.410000","142200, Московская обл, г Серпухов, ул Верхняя Серпейка, д 5",0,200,722.73
GigaChat,Reverse,"54.920000, 37.410000","Улица и дом по указанным координатам определить невозможно. Адрес включает не только координаты, но и название улицы, номер дома, населенного пункта, области, района и индекса. Для точного определения адреса требуется больше данных.",-,200,1032.73
Yandex,Reverse,"55.616667, 37.650000",", Россия, Москва, Южный административный округ, район Царицыно",other,200,114.09
DaData,Reverse,"55.616667, 37.650000","115516, г Москва, р-н Царицыно, ул Бехтерева, д 45 к 2",0,200,636.11
GigaChat,Reverse,"55.616667, 37.650000","Москва, Россия",-,200,924.42
Yandex,Reverse,"55.914167, 37.825000",", Россия, Московская область, Королёв, микрорайон Подлипки",other,200,106.9
DaData,Reverse,"55.914167, 37.825000","141070, Московская обл, г Королёв, ул Пионерская, д 49а",0,200,535.9
GigaChat,Reverse,"55.914167, 37.825000","Москва, Россия

Адрес является примерным и основан на указанных координатах, точное определение адреса по координатам без использования дополнительных навыков невозможно.",-,200,1250.89
Yandex,Reverse,"55.900000, 37.583333",", Россия, Москва, Северо-Восточный административный округ, район Лианозово",other,200,110.01
DaData,Reverse,"55.900000, 37.583333","127572, г Москва, р-н Лианозово, ул Новгородская, д 22 к 1",0,200,719.42
GigaChat,Reverse,"55.900000, 37.583333","Улица и дом по данным координатам не определяются. Адресом является местоположение примерно в центре Москвы, вблизи Кремля. Точный адрес без дополнительной информации указать невозможно.",-,200,1051.21
Yandex,Reverse,"55.869444, 37.661667",", Россия, Москва, улица Менжинского, 23к1",exact,200,109.19
DaData,Reverse,"55.869444, 37.661667","129327, г Москва, ул Менжинского, д 23 стр 1",0,200,686.77
GigaChat,Reverse,"55.869444, 37.661667","Улица и номер дома по координатам не определяются. Могу указать только приблизительный адрес:

**Москва, Центральный административный округ**",-,200,1189.9
Yandex,Reverse,"55.761111, 37.656389",", Россия, Москва, улица Земляной Вал, 14-16с3",exact,200,94.68
DaData,Reverse,"55.761111, 37.656389","105064, г Москва, Басманный р-н, ул Земляной Вал, д 14-16 стр 3",0,200,443.15
GigaChat,Reverse,"55.761111, 37.656389","Москва, Россия",-,200,681.67
Yandex,Reverse,"55.733890, 37.587129",", Россия, Москва, улица Льва Толстого, 16",exact,200,323.09
DaData,Reverse,"55.733890, 37.587129","119021, г Москва, р-н Хамовники, ул Льва Толстого, д 19",0,200,687.17
GigaChat,Reverse,"55.733890, 37.587129","Москва, Россия

Адрес получен приблизительно, с точностью до города. Точные почтовые адреса по координатам могут быть недоступны.",-,200,1214.56
Yandex,Reverse,"55.678333, 37.893333",", Россия, Московская область, Люберцы, Смирновская улица",street,200,131.27
DaData,Reverse,"55.678333, 37.893333","140000, Московская обл, г Люберцы, Октябрьский пр-кт, д 178",0,200,710.4
GigaChat,Reverse,"55.678333, 37.893333","Москва, Россия, Центральный административный округ, район Хамовники, набережная Тараса Шевченко, дом 24, строение 9",-,200,648.19
Yandex,Reverse,"55.630556, 37.800556",", Россия, Москва, улица Ивана Гераськина",street,200,105.54
DaData,Reverse,"55.630556, 37.800556","109649, г Москва, р-н Капотня, кв-л 5-й Капотня, д 20 стр 2",0,200,529.6
GigaChat,Reverse,"55.630556, 37.800556","Москва, Россия, Центральный административный округ, район Хамовники, улица Большая Якиманка, дом 35, строение 1",-,200,892.05
Yandex,Reverse,"55.580556, 37.693611",", Россия, Москва, Южный административный округ, район Бирюлёво Восточное",other,200,103.55
DaData,Reverse,"55.580556, 37.693611","115598, г Москва, Бирюлево Восточное р-н, км 26-й Московской Кольцевой Автодороги, влд 10",0,200,602.7
GigaChat,Reverse,"55.580556, 37.693611","Улица и номер дома по координатам не определяются. Ближайший почтовый адрес: Москва, район Замоскворечье.",-,200,830.99
Yandex,Reverse,"55.550000, 37.700000",", Россия, Московская область, Ленинский городской округ, Видное, 4-й микрорайон, микрорайон Солнечный, 4",exact,200,80.47
DaData,Reverse,"55.550000, 37.700000","142703, Московская обл, г Видное, Солнечный мкр, д 4",0,200,703.68
GigaChat,Reverse,"55.550000, 37.700000","Москва, Россия, точный адрес по указанным координатам определить невозможно, так как они соответствуют центру Москвы (площадь Кремля), но конкретное местоположение внутри этой области без дополнительной информации указать нельзя.",-,200,804.63
Yandex,Reverse,"55.533333, 37.483333",", Россия, Москва, Юго-Западный административный округ, район Южное Бутово, КЖК Потапово",other,200,118.36
DaData,Reverse,"55.533333, 37.483333","117041, г Москва, р-н Южное Бутово, Новопотаповский пр-д, д 3/5",0,200,446.31
GigaChat,Reverse,"55.533333, 37.483333","Москва, Россия",-,200,788.21
Yandex,Reverse,"55.508333, 37.326389",", Россия, Москва, район Троицк, квартал № 51",other,200,109.15
DaData,Reverse,"55.508333, 37.326389","101000, г Москва, р-н Троицк, деревня Ватутинки",3,200,519.96
GigaChat,Reverse,"55.508333, 37.326389",Улица и дом по указанным координатам определить невозможно. Адрес выдаётся только по фактическому местоположению объекта.,-,200,941.82
Yandex,Reverse,"55.433333, 37.550000",", Россия, Московская область, Подольск, Революционный проспект, 60",exact,200,107.23
DaData,Reverse,"55.433333, 37.550000","142100, Московская обл, г Подольск, Революционный пр-кт, д 60",0,200,587.3
GigaChat,Reverse,"55.433333, 37.550000","Москва, Россия",-,200,855.44
Yandex,Reverse,"55.422500, 37.554167",", Россия, Московская область, Подольск, Комсомольская улица, 1с47",exact,200,99.62
DaData,Reverse,"55.422500, 37.554167","142100, Московская обл, г Подольск",4,200,439.0
GigaChat,Reverse,"55.422500, 37.554167",Улица и дом по указанным координатам определить невозможно. Адрес можно узнать только по кадастровому номеру или используя специализированные сервисы с картами и геолокацией.,-,200,907.89
Yandex,Reverse,"55.383333, 37.550000",", Россия, Московская область, Подольск, СНТ № 8, 3-я линия",street,200,90.25
DaData,Reverse,"55.383333, 37.550000","142181, Московская обл, г Подольск, мкр Климовск, тер СНТ N8, д 54",0,200,770.72
GigaChat,Reverse,"55.383333, 37.550000","Москва, Россия",-,200,994.26
Yandex,Reverse,"55.350000, 37.616667",", Россия, Московская область, 46Н-08850",street,200,111.64
DaData,Reverse,"55.350000, 37.616667","142184, Московская обл, г Подольск, село Сынково",3,200,555.62
GigaChat,Reverse,"55.350000, 37.616667","Москва, Россия",-,200,843.86
Yandex,Reverse,"55.333333, 37.750000",", Россия, Московская область, Домодедово, микрорайон Белые Столбы",other,200,83.42
DaData,Reverse,"55.333333, 37.750000",,Адрес не найден,_,499.62
GigaChat,Reverse,"55.333333, 37.750000","Москва, Россия",-,200,523.13
Yandex,Reverse,"55.316667, 38.650000",", Россия, Московская область, Воскресенск, микрорайон Новлянский",other,200,87.86
DaData,Reverse,"55.316667, 38.650000","140207, Московская обл, г Воскресенск, ул Энгельса, д 7",0,200,587.9
GigaChat,Reverse,"55.316667, 38.650000",Улица и дом по данным координатам не определяются. Адрес по указанным координатам найти невозможно.,-,200,1189.26
Yandex,Reverse,"55.183333, 37.966667",", Россия, Московская область, городской округ Ступино, деревня Проскурниково",other,200,108.92
DaData,Reverse,"55.183333, 37.966667","142800, Московская обл, г Ступино, деревня Проскурниково",3,200,605.28
GigaChat,Reverse,"55.183333, 37.966667","Москва, Россия",-,200,648.47
Yandex,Reverse,"55.116667, 38.766667",", Россия, Московская область, городской округ Коломна, село Старое Бобренево",other,200,89.93
DaData,Reverse,"55.116667, 38.766667","140480, Московская обл, г Коломна, село Старое Бобренево",3,200,530.77
GigaChat,Reverse,"55.116667, 38.766667","Улица и дом по указанным координатам не определяются однозначно. Адрес по данным координатам: Россия, Республика Татарстан, город Казань, улица не указана, дом не указан. Для точного определения адреса требуется больше информации.",-,200,1119.94
Yandex,Reverse,"55.012222, 82.935556",", Россия, Новосибирск, улица Сакко и Ванцетти, 21",exact,200,103.27
DaData,Reverse,"55.012222, 82.935556","630102, Новосибирская обл, г Новосибирск, Октябрьский р-н, ул Зыряновская, д 27",0,200,737.54
GigaChat,Reverse,"55.012222, 82.935556",Улица и дом по указанным координатам не определяются. Адрес по данным координатам отсутствует.,-,200,868.08
